Grantor EIN,Grantor Name,Recipient EIN,Recipient Name,Cash Grant Amount,Grantor/Recipient Type
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,953510055,CALIFORNIA COMMUNITY FOUNDATION,"$360,581 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,953709639,RANCHO SANTA FE FOUNDATION,"$24,315 ",Nat-to-NonNat80%
110303001,FIDELITY INVESTMENTS CHARITABLE GIFT FUND,956111928,JEWISH COMMUNITY FOUNDATION OF LOS ANGELES,"$19,050 ",Nat-to-NonNat80%
113813663,GOLDMAN SACHS CHARITABLE GIFT FUND,166053710,FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK AT BINGHAMTON INC,"$600,000 ",Nat-to-NonNat80%
113813663,GOLDMAN SACHS CHARITABLE GIFT FUND,222721171,GREENWICH EMERGENCY MEDICAL SERVICE INC,"$36,667 ",Nat-to-NonNat80%
113813663,GOLDMAN SACHS CHARITABLE GIFT FUND,237174183,JEWISH COMMUNAL FUND,"$200,000 ",Nat-to-NonNat80%
133848582,FJC,222848738,CORNELL UNIVERSITY FOUNDATION,"$70,122 ",Nat-to-NonNat80%
133848582,FJC,237174183,JEWISH COMMUNAL FUND,"$478,294 ",Nat-to-NonNat80%
136082763,RUDOLF STEINER FOUNDATION INC,42103559,COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC,"$2,000,000 ",Nat-to-NonNat80%
136082763,RUDOLF STEINER FOUNDATION INC,320160439,FOOD & WATER WATCH,"$6,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,135604788,SILVER BAY ASSOCIATION FOR CHRISTIAN CONFERENCES AND TRAINING,"$25,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,222712160,THE VERMONT COMMUNITY FOUNDATION,"$10,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,237343119,GREATER WASHINGTON COMMUNITY FOUNDATION,"$10,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,330378778,ORANGE COUNTY COMMUNITY FOUNDATION,"$20,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,541506312,CHARLOTTESVILLE AREA COMMUNITY FOUNDATION,"$10,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,581493949,NATL CHRISTIAN CHARITABLE FDN INC,"$200,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,941156533,JEWISH COMMUNITY FEDERATION OF SAN FRANCISCO THE PENINSULA MARIN & SONOMA,"$51,000 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,943007979,MARIN COMMUNITY FOUNDATION,"$50,625 ",Nat-to-NonNat80%
137111099,BESSEMER NATIONAL GIFT FUND,953510055,CALIFORNIA COMMUNITY FOUNDATION,"$350,000 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,166053710,FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK AT BINGHAMTON INC,"$247,155 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,222281783,COMMUNITY FOUNDATION OF NEW JERSEY,"$7,200 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,310669700,THE GREATER CINCINNATI FOUNDATION,"$5,500 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,330378778,ORANGE COUNTY COMMUNITY FOUNDATION,"$355,500 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,510235174,LEADERSHIP INSTITUTE,"$10,200 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,566037615,THE WINSTON-SALEM FOUNDATION,"$50,000 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,566047886,FOUNDATION FOR THE CAROLINAS,"$125,200 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,596150746,THE COMMUNITY FOUNDATION FOR NORTHEAST FLORIDA INC,"$11,500 ",Nat-to-NonNat80%
141782466,AYCO CHARITABLE FOUNDATION,751494062,STEPHEN F AUSTIN STATE UNIVERSITY FOUNDATION INC,"$6,250 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,42103559,COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC,"$473,650 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,113618879,THE OJC FUND,"$21,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,166053710,FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK AT BINGHAMTON INC,"$28,825 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,200245876,THE WELLSPRING GROUP,"$143,167 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,205205488,SILICON VALLEY COMMUNITY FOUNDATION,"$1,448,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,221714130,JEWISH COMMUNITY FOUNDATION OF GREATER METROWEST NJ,"$27,035 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,222281783,COMMUNITY FOUNDATION OF NEW JERSEY,"$34,080 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,222712160,THE VERMONT COMMUNITY FOUNDATION,"$24,700 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,237009135,THE COMMUNITY FOUNDATION INC,"$45,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,237160400,GREATER HOUSTON COMMUNITY FOUNDATION,"$253,700 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,237174183,JEWISH COMMUNAL FUND,"$365,250 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,237343119,GREATER WASHINGTON COMMUNITY FOUNDATION,"$56,600 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,310669700,THE GREATER CINCINNATI FOUNDATION,"$30,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,311044298,DAYTON FOUNDATION DEPOSITORY,"$7,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,311116640,THE FOUNDATION OF THE CATHOLIC DIOCESE OF COLUMBUS,"$10,700 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,320160439,FOOD & WATER WATCH,"$7,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,330378778,ORANGE COUNTY COMMUNITY FOUNDATION,"$222,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,330771222,BARRIO LOGAN COLLEGE INSTITUTE,"$107,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,341935499,HUDSON COMMUNITY FOUNDATION,"$25,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,362167000,THE CHICAGO COMMUNITY TRUST,"$27,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,371440662,LEGACY GLOBAL FOUNDATION,"$100,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,411802412,THRIVENT CHARITABLE IMPACT & INVESTING,"$97,463 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,431758789,ST LOUIS COMMUNITY FOUNDATION INC,"$35,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,436064111,YOUTHBRIDGE COMMUNITY FOUNDATION,"$10,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,460522244,HIGH ADVENTURE GOSPEL COMMUNICATION MINISTRIES INC,"$12,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,463741893,SERVANTS HEART MINISTRY CORPORATION,"$135,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,472377003,ATHLETES AND CAUSES INC,"$159,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,510235174,LEADERSHIP INSTITUTE,"$300,750 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,521746234,PRINCETON AREA COMMUNITY FOUNDATION INC,"$27,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,522038242,NATIONAL CATHOLIC COMMUNITY FOUNDATION,"$14,193 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,561380796,TRIANGLE COMMUNITY FOUNDATION INC,"$46,072 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,566047886,FOUNDATION FOR THE CAROLINAS,"$108,577 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,581493949,NATL CHRISTIAN CHARITABLE FDN INC,"$1,010,996 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,596150746,THE COMMUNITY FOUNDATION FOR NORTHEAST FLORIDA INC,"$9,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,621536731,CHATTANOOGA CHRISTIAN COMMUNITY FOUNDATION,"$24,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,631209631,THE COMMUNITY FOUNDATION OF GREATER BIRMINGHAM,"$100,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,680483054,STANISLAUS COMMUNITY FOUNDATION,"$2,577,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,751494062,STEPHEN F AUSTIN STATE UNIVERSITY FOUNDATION INC,"$11,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,812771871,CHARITYVEST INC,"$358,085 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,814476503,VENN FOUNDATION,"$20,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,815466677,KNIGHTS OF COLUMBUS CHARITABLE FUND INC,"$14,221 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,840794536,YAMPA VALLEY COMMUNITY FOUNDATION,"$10,250 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,843754469,INTERNATIONAL GENEROSITY FOUNDATION TRUST,"$40,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,844708521,MONUMENT LEGACY INC,"$280,355 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,853913023,SHARING HAPPINESS FOUNDATION,"$3,000,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,872158877,TULSA FIDUCIARY FUND,"$10,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,880362053,THE PARASOL TAHOE COMMUNITY FOUNDATION,"$22,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,920155067,THE ALASKA COMMUNITY FOUNDATION,"$20,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,931332421,QUAD CITIES GOLF CLASSIC CHARITABLE FOUNDATION,"$11,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,941156533,JEWISH COMMUNITY FEDERATION OF SAN FRANCISCO THE PENINSULA MARIN & SONOMA,"$30,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,942686530,HORIZONS FOUNDATION,"$16,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,943007979,MARIN COMMUNITY FOUNDATION,"$201,000 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,946070996,EAST BAY COMMUNITY FOUNDATION,"$136,500 ",Nat-to-NonNat80%
232888152,VANGUARD CHARITABLE ENDOWMENT PROGRAM,953510055,CALIFORNIA COMMUNITY FOUNDATION,"$50,962 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,42103559,COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC,"$1,792,950 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,50259003,JEWISH FEDERATION FOUNDATION OF GREATER RHODE ISLAND,"$10,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,113618879,THE OJC FUND,"$51,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,135564128,NATIONAL SOCIETY FOR HEBREW DAY SCHOOLS,"$1,224,500 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,135604788,SILVER BAY ASSOCIATION FOR CHRISTIAN CONFERENCES AND TRAINING,"$143,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,166053710,FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK AT BINGHAMTON INC,"$258,300 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,205205488,SILICON VALLEY COMMUNITY FOUNDATION,"$257,077,976 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,221714130,JEWISH COMMUNITY FOUNDATION OF GREATER METROWEST NJ,"$25,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,222281783,COMMUNITY FOUNDATION OF NEW JERSEY,"$43,250 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,222559843,BAYHEALTH FOUNDATION CORPORATION,"$5,500 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,222712160,THE VERMONT COMMUNITY FOUNDATION,"$39,868 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,222721171,GREENWICH EMERGENCY MEDICAL SERVICE INC,"$17,500 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,237009135,THE COMMUNITY FOUNDATION INC,"$52,550 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,237174183,JEWISH COMMUNAL FUND,"$5,300 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,237343119,GREATER WASHINGTON COMMUNITY FOUNDATION,"$15,750 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,300254793,CHESAPEAKE CHARITIES INC,"$7,500 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,310669700,THE GREATER CINCINNATI FOUNDATION,"$5,250 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,330378778,ORANGE COUNTY COMMUNITY FOUNDATION,"$135,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,362167000,THE CHICAGO COMMUNITY TRUST,"$912,500 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,371099415,UNIVERSITY OF THE PHILIPPINES MEDICAL ALUMNI SOCIETY IN AMERICA,"$45,600 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,436049281,JEWISH COMMUNITY FOUNDATION OF GREATER KANSAS CITY,"$10,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,462368538,SDG IMPACT FUND INC,"$310,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,510235174,LEADERSHIP INSTITUTE,"$88,800 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,522038242,NATIONAL CATHOLIC COMMUNITY FOUNDATION,"$205,250 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,561553301,RALEIGH-CARY JEWISH FEDERATION INC,"$6,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,566047886,FOUNDATION FOR THE CAROLINAS,"$332,520 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,581493949,NATL CHRISTIAN CHARITABLE FDN INC,"$2,034,522 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,581557995,COMMUNITY FOUNDATION FOR NORTHEAST GEORGIA,"$100,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,581723645,COMMUNITY FOUNDATION OF GREATER MEMPHIS INC,"$15,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,582210876,COMMUNITY FOUNDATION OF SOUTH GEORGIA INC,"$942,600 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,596150746,THE COMMUNITY FOUNDATION FOR NORTHEAST FLORIDA INC,"$1,180,547 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,651259308,COMERICA CHARITABLE TRUST,"$130,025 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,812771871,CHARITYVEST INC,"$101,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,840794536,YAMPA VALLEY COMMUNITY FOUNDATION,"$14,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,843754469,INTERNATIONAL GENEROSITY FOUNDATION TRUST,"$15,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,931332421,QUAD CITIES GOLF CLASSIC CHARITABLE FOUNDATION,"$325,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,941156533,JEWISH COMMUNITY FEDERATION OF SAN FRANCISCO THE PENINSULA MARIN & SONOMA,"$18,050 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,942686530,HORIZONS FOUNDATION,"$7,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,943007979,MARIN COMMUNITY FOUNDATION,"$102,250 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,946070996,EAST BAY COMMUNITY FOUNDATION,"$10,500 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,952504044,JEWISH COMMUNITY FOUNDATION OF SAN DIEGO,"$22,070 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,953510055,CALIFORNIA COMMUNITY FOUNDATION,"$230,000 ",Nat-to-NonNat80%
237825575,NATIONAL PHILANTHROPIC TR,956111928,JEWISH COMMUNITY FOUNDATION OF LOS ANGELES,"$13,800 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,166053710,FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK AT BINGHAMTON INC,"$17,074 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,222712160,THE VERMONT COMMUNITY FOUNDATION,"$150,000 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,263750673,COMMUNITY FOUNDATION OF GREATER HUNTSVILLE,"$21,279 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,310669700,THE GREATER CINCINNATI FOUNDATION,"$300,000 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,320160439,FOOD & WATER WATCH,"$150,500 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,462368538,SDG IMPACT FUND INC,"$50,000 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,510235174,LEADERSHIP INSTITUTE,"$12,500 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,581493949,NATL CHRISTIAN CHARITABLE FDN INC,"$11,000 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,752770452,MID-CITIES PREGNANCY CARE INC,"$13,500 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,821504018,UNIVERSITY IMPACT,"$149,990 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,943007979,MARIN COMMUNITY FOUNDATION,"$749,833 ",Nat-to-NonNat80%
262048480,IMPACTASSETS INC,946070996,EAST BAY COMMUNITY FOUNDATION,"$200,000 ",Nat-to-NonNat80%
272499903,MIGHTYCAUSE CHARITABLE FOUNDATION,300239421,KEY BISCAYNE COMMUNITY FOUNDATION INC,"$180,270 ",Nat-to-NonNat80%
272499903,MIGHTYCAUSE CHARITABLE FOUNDATION,330771222,BARRIO LOGAN COLLEGE INSTITUTE,"$5,172 ",Nat-to-NonNat80%
272499903,MIGHTYCAUSE CHARITABLE FOUNDATION,411893463,CATHOLIC UNITED FINANCIAL FOUNDATION,"$7,390 ",Nat-to-NonNat80%
272499903,MIGHTYCAUSE CHARITABLE FOUNDATION,510152982,HELPING HANDS FOR THE DISABLED,"$12,835 ",Nat-to-NonNat80%
272499903,MIGHTYCAUSE CHARITABLE FOUNDATION,941156533,JEWISH COMMUNITY FEDERATION OF SAN FRANCISCO THE PENINSULA MARIN & SONOMA,"$83,666 ",Nat-to-NonNat80%
300233491,JOHNSON CHARITABLE GIFT FUND,581493949,NATL CHRISTIAN CHARITABLE FDN INC,"$6,000 ",Nat-to-NonNat80%
300748315,BNY MELLON CHARITABLE GIFT FUND,42103559,COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC,"$19,450 ",Nat-to-NonNat80%
300748315,BNY MELLON CHARITABLE GIFT FUND,222712160,THE VERMONT COMMUNITY FOUNDATION,"$15,000 ",Nat-to-NonNat80%
300748315,BNY MELLON CHARITABLE GIFT FUND,510235174,LEADERSHIP INSTITUTE,"$14,500 ",Nat-to-NonNat80%
300748315,BNY MELLON CHARITABLE GIFT FUND,581493949,NATL CHRISTIAN CHARITABLE FDN INC,"$2,493,900 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,42103559,COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON INC,"$675,397 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,113618879,THE OJC FUND,"$46,601 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,135564128,NATIONAL SOCIETY FOR HEBREW DAY SCHOOLS,"$13,979 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,135604788,SILVER BAY ASSOCIATION FOR CHRISTIAN CONFERENCES AND TRAINING,"$62,250 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,166023261,FOUNDATION FOR JEWISH PHILANTHROPIES INC,"$51,000 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,166053710,FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK AT BINGHAMTON INC,"$77,050 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,200245876,THE WELLSPRING GROUP,"$69,500 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,202454729,COMMUNITIES OF COASTAL GEORGIA FOUNDATION INC,"$8,500 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,203752969,CAPSTONE LEGACY FOUNDATION INC,"$49,000 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,205205488,SILICON VALLEY COMMUNITY FOUNDATION,"$992,325 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,205652970,COBB COMMUNITY FOUNDATION INC,"$20,645 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,221714130,JEWISH COMMUNITY FOUNDATION OF GREATER METROWEST NJ,"$18,500 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,222281783,COMMUNITY FOUNDATION OF NEW JERSEY,"$101,375 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,222712160,THE VERMONT COMMUNITY FOUNDATION,"$50,849 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,222721171,GREENWICH EMERGENCY MEDICAL SERVICE INC,"$15,250 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,237009135,THE COMMUNITY FOUNDATION INC,"$41,350 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,237160400,GREATER HOUSTON COMMUNITY FOUNDATION,"$78,654 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,237174183,JEWISH COMMUNAL FUND,"$1,140,948 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,237343119,GREATER WASHINGTON COMMUNITY FOUNDATION,"$298,420 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,300239421,KEY BISCAYNE COMMUNITY FOUNDATION INC,"$11,500 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,300254793,CHESAPEAKE CHARITIES INC,"$11,500 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,310669700,THE GREATER CINCINNATI FOUNDATION,"$3,303,481 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,310997017,THE COMMUNITY FOUNDATION OF LOUISVILLE INC,"$21,000 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,311116640,THE FOUNDATION OF THE CATHOLIC DIOCESE OF COLUMBUS,"$40,750 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,311751001,GREENE COUNTY COMMUNITY FOUNDATION,"$30,000 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,311782614,BELIEVERS STEWARDSHIP SERVICES INC,"$58,805 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,320160439,FOOD & WATER WATCH,"$106,079 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,330216692,COASTAL COMMUNITY FOUNDATION,"$8,300 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,330378778,ORANGE COUNTY COMMUNITY FOUNDATION,"$491,800 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,330771222,BARRIO LOGAN COLLEGE INSTITUTE,"$78,000 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,330907092,THE SAN DIEGO WOMEN'S FOUNDATION,"$9,000 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,362167000,THE CHICAGO COMMUNITY TRUST,"$428,901 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,371366611,COMMUNITY FOUNDATION OF THE QUINCY AREA,"$12,500 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,371440662,LEGACY GLOBAL FOUNDATION,"$5,250 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,411802412,THRIVENT CHARITABLE IMPACT & INVESTING,"$75,696 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,421390788,DES MOINES PARKS & RECREATION FOUNDATION,"$5,250 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,431758789,ST LOUIS COMMUNITY FOUNDATION INC,"$975,447 ",Nat-to-NonNat80%
311640316,SCHWAB CHARITABLE FUND,436049281,JEWISH COMMUNITY FOUNDATION OF GREATER KANSAS CITY,"$37,617 ",Nat-to-NonNat80%
